input_text,target_text
Log: sshd(pam_unix)[20963]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test,Failed test SSH login from 212.0.132.20 due to an authentication failure.
Log: sshd(pam_unix)[20969]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test,Failed test SSH login from 212.0.132.20 due to an authentication failure.
Log: sshd(pam_unix)[20968]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test,Failed test SSH login from 212.0.132.20 due to an authentication failure.
Log: sshd(pam_unix)[20964]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test,Failed test SSH login from 212.0.132.20 due to an authentication failure.
Log: su(pam_unix)[21991]: session opened for user cyrus by (uid=0),"A session was opened for user ""cyrus""."
Log: su(pam_unix)[21991]: session closed for user cyrus,"A session was closed for user ""cyrus""."
Log: logrotate: ALERT exited abnormally with [1],The automatic log rotation process has failed to complete successfully due to an error.
Log: su(pam_unix)[22368]: session opened for user news by (uid=0),"A session was opened for user ""news""."
Log: su(pam_unix)[22368]: session closed for user news,"A session was closed for user ""news""."
Log: ftpd[23028]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,A successful connection to the FTP service was established from the IP address 211.57.88.250.
Log: ftpd[23027]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,A successful connection to the FTP service was established from the IP address 211.57.88.250.
Log: ftpd[23026]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,A successful connection to the FTP service was established from the IP address 211.57.88.250.
Log: ftpd[23032]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,A successful connection to the FTP service was established from the IP address 211.57.88.250.
Log: ftpd[23030]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,A successful connection to the FTP service was established from the IP address 211.57.88.250.
Log: ftpd[23031]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,A successful connection to the FTP service was established from the IP address 211.57.88.250.
Log: ftpd[23035]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,A successful connection to the FTP service was established from the IP address 211.57.88.250.
Log: ftpd[23038]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,A successful connection to the FTP service was established from the IP address 211.57.88.250.
Log: ftpd[23037]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,A successful connection to the FTP service was established from the IP address 211.57.88.250.
Log: ftpd[23029]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,A successful connection to the FTP service was established from the IP address 211.57.88.250.
Log: ftpd[23036]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,A successful connection to the FTP service was established from the IP address 211.57.88.250.
Log: ftpd[23046]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,A successful connection to the FTP service was established from the IP address 211.57.88.250.
Log: ftpd[23048]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,A successful connection to the FTP service was established from the IP address 211.57.88.250.
Log: ftpd[23045]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,A successful connection to the FTP service was established from the IP address 211.57.88.250.
Log: ftpd[23043]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,A successful connection to the FTP service was established from the IP address 211.57.88.250.
Log: ftpd[23040]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,A successful connection to the FTP service was established from the IP address 211.57.88.250.
Log: ftpd[23044]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,A successful connection to the FTP service was established from the IP address 211.57.88.250.
Log: ftpd[23039]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,A successful connection to the FTP service was established from the IP address 211.57.88.250.
Log: ftpd[23041]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,A successful connection to the FTP service was established from the IP address 211.57.88.250.
Log: ftpd[23047]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,A successful connection to the FTP service was established from the IP address 211.57.88.250.
Log: ftpd[23033]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,A successful connection to the FTP service was established from the IP address 211.57.88.250.
Log: ftpd[23042]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,A successful connection to the FTP service was established from the IP address 211.57.88.250.
Log: ftpd[23034]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,A successful connection to the FTP service was established from the IP address 211.57.88.250.
Log: ftpd[23140]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,A successful connection to the FTP service was established from the IP address 211.167.68.59.
Log: ftpd[23143]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,A successful connection to the FTP service was established from the IP address 211.167.68.59.
Log: ftpd[23142]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,A successful connection to the FTP service was established from the IP address 211.167.68.59.
Log: ftpd[23141]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,A successful connection to the FTP service was established from the IP address 211.167.68.59.
Log: ftpd[23144]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,A successful connection to the FTP service was established from the IP address 211.167.68.59.
Log: ftpd[23145]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,A successful connection to the FTP service was established from the IP address 211.167.68.59.
Log: ftpd[23146]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,A successful connection to the FTP service was established from the IP address 211.167.68.59.
Log: ftpd[23148]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,A successful connection to the FTP service was established from the IP address 211.167.68.59.
Log: ftpd[23149]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,A successful connection to the FTP service was established from the IP address 211.167.68.59.
Log: ftpd[23150]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,A successful connection to the FTP service was established from the IP address 211.167.68.59.
Log: ftpd[23147]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,A successful connection to the FTP service was established from the IP address 211.167.68.59.
Log: ftpd[23151]: connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,A successful connection to the FTP service was established from the IP address 211.167.68.59.
Log: ftpd[23152]: connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,A successful connection to the FTP service was established from the IP address 211.167.68.59.
Log: ftpd[23153]: connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,A successful connection to the FTP service was established from the IP address 211.167.68.59.
Log: ftpd[23155]: connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,A successful connection to the FTP service was established from the IP address 211.167.68.59.
Log: ftpd[23154]: connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,A successful connection to the FTP service was established from the IP address 211.167.68.59.
